Country,Year-Month,New_Confirmed,New_Deaths,New_Recovered,Total_Confirmed(new+previous)
Libya,01-06-2020,668,19,157,824
Libya,01-07-2020,2797,53,409,3621
Libya,01-08-2020,10345,163,841,13966
Libya,01-09-2020,20559,314,17902,34525
Libya,01-10-2020,26570,306,15669,61095
Libya,01-11-2020,21714,326,18788,82809
Libya,01-12-2020,17468,295,18289,100277
Libya,01-01-2021,18354,399,26599,118631
Libya,01-02-2021,14707,302,21534,133338
Libya,01-03-2021,25619,488,26907,158957
Libya,01-04-2021,18551,362,16044,177508
Libya,01-05-2021,8268,97,8683,185776
Libya,01-06-2021,7698,67,6513,193474
Libya,01-07-2021,55640,316,12591,249114
Libya,01-08-2021,59858,738,4661,308972
Libya,01-09-2021,31112,404,0,340084
Libya,01-10-2021,17254,448,0,357338
Libya,01-11-2021,15298,357,0,372636
Libya,01-12-2021,16098,254,0,388734
Libya,01-01-2022,40932,307,0,429666
Libya,01-02-2022,64780,244,0,494446
Libya,01-03-2022,7259,154,0,501705
Libya,01-04-2022,129,14,0,501834
Liechtenstein,01-01-2020,0,0,0,0
Liechtenstein,01-02-2020,0,0,0,0
Liechtenstein,01-03-2020,69,0,44,69
Liechtenstein,01-04-2020,14,1,36,83
Liechtenstein,01-05-2020,0,0,1,83
Liechtenstein,01-06-2020,4,0,0,83
Liechtenstein,01-07-2020,6,0,6,89
Liechtenstein,01-08-2020,19,0,12,108
Liechtenstein,01-09-2020,12,0,16,120
Liechtenstein,01-10-2020,456,2,234,576
Liechtenstein,01-11-2020,736,14,741,1312
Liechtenstein,01-12-2020,909,27,722,2221
Liechtenstein,01-01-2021,344,9,542,2565
Liechtenstein,01-02-2021,83,2,132,2648
Liechtenstein,01-03-2021,105,1,84,2753
Liechtenstein,01-04-2021,268,0,224,3021
Liechtenstein,01-05-2021,82,1,141,3103
Liechtenstein,01-06-2021,28,1,29,3131
Liechtenstein,01-07-2021,56,0,47,3187
Liechtenstein,01-08-2021,204,0,2,3391
Liechtenstein,01-09-2021,166,0,0,3557
Liechtenstein,01-10-2021,105,3,0,3662
Liechtenstein,01-11-2021,1016,0,0,4678
Liechtenstein,01-12-2021,1453,8,0,6131
Liechtenstein,01-01-2022,2797,4,0,8928
Liechtenstein,01-02-2022,3073,5,0,12001
Liechtenstein,01-03-2022,4377,6,0,16378
Liechtenstein,01-04-2022,597,0,0,16975
Lithuania,01-01-2020,0,0,0,0
Lithuania,01-02-2020,1,0,0,1
Lithuania,01-03-2020,467,4,1,468
Lithuania,01-04-2020,907,28,577,1375
Lithuania,01-05-2020,292,22,702,1667
Lithuania,01-06-2020,145,7,246,1812
Lithuania,01-07-2020,257,2,130,2069
Lithuania,01-08-2020,831,6,309,2900
Lithuania,01-09-2020,1788,8,881,4688
Lithuania,01-10-2020,10127,75,2640,14815
Lithuania,01-11-2020,46496,468,22543,61311
Lithuania,01-12-2020,80644,1176,68772,141955
Lithuania,01-01-2021,40588,1012,65592,182543
Lithuania,01-02-2021,16602,436,55114,199145
Lithuania,01-03-2021,16974,330,14238,216119
Lithuania,01-04-2021,31150,349,23413,247269
Lithuania,01-05-2021,27114,343,32311,274383
Lithuania,01-06-2021,4386,117,12889,278769
Lithuania,01-07-2021,4049,32,1677,282818
Lithuania,01-08-2021,16007,146,531,298825
Lithuania,01-09-2021,32858,432,0,331683
Lithuania,01-10-2021,77032,880,0,408715
Lithuania,01-11-2021,61583,864,0,470298
Lithuania,01-12-2021,49299,650,0,519597
Lithuania,01-01-2022,159916,485,0,679513
Lithuania,01-02-2022,223041,549,0,902554
Lithuania,01-03-2022,122285,482,0,1024839
Lithuania,01-04-2022,23865,135,0,1048704
Luxembourg,01-01-2020,0,0,0,0
Luxembourg,01-02-2020,1,0,0,1
Luxembourg,01-03-2020,2177,23,80,2178
Luxembourg,01-04-2020,1606,69,3133,3784
Luxembourg,01-05-2020,234,20,620,4018
Luxembourg,01-06-2020,281,0,165,4299
Luxembourg,01-07-2020,2396,4,1194,6695
Luxembourg,01-08-2020,1278,10,2078,6625
Luxembourg,01-09-2020,1884,0,1190,8509
Luxembourg,01-10-2020,8625,28,7319,17134
Luxembourg,01-11-2020,17544,169,16005,34678
Luxembourg,01-12-2020,11737,174,14892,46415
Luxembourg,01-01-2021,3973,82,6637,50388
Luxembourg,01-02-2021,4722,60,3879,55110
Luxembourg,01-03-2021,6532,109,5605,61642
Luxembourg,01-04-2021,5563,50,6569,67205
Luxembourg,01-05-2021,2727,19,4579,69932
Luxembourg,01-06-2021,855,3,1466,70787
Luxembourg,01-07-2021,3083,4,2163,73870
Luxembourg,01-08-2021,1890,8,439,75760
Luxembourg,01-09-2021,2459,5,0,78219
Luxembourg,01-10-2021,3464,8,0,81683
Luxembourg,01-11-2021,7498,32,0,89181
Luxembourg,01-12-2021,14585,40,0,103766
Luxembourg,01-01-2022,54219,37,0,157985
Luxembourg,01-02-2022,25192,39,0,183177
Luxembourg,01-03-2022,32654,45,0,215831
Luxembourg,01-04-2022,13480,18,0,229311
Madagascar,01-01-2020,0,0,0,0
Madagascar,01-02-2020,0,0,0,0
Madagascar,01-03-2020,57,0,0,57
Madagascar,01-04-2020,71,0,92,128
Madagascar,01-05-2020,650,6,76,771
Madagascar,01-06-2020,1443,14,826,2214
Madagascar,01-07-2020,8654,86,6813,10868
Madagascar,01-08-2020,3995,86,6025,14863
Madagascar,01-09-2020,1545,38,1469,16408
Madagascar,01-10-2020,703,14,1108,17111
Madagascar,01-11-2020,230,7,248,17341
Madagascar,01-12-2020,373,10,571,17714
Madagascar,01-01-2021,1351,20,987,19065
Madagascar,01-02-2021,766,16,1081,19831
Madagascar,01-03-2021,4595,121,2612,24426
Madagascar,01-04-2021,12588,225,9662,37014
Madagascar,01-05-2021,4328,196,8793,41342
Madagascar,01-06-2021,874,74,1139,42216
Madagascar,01-07-2021,447,30,514,42663
Madagascar,01-08-2021,206,13,34,42869
Madagascar,01-09-2021,29,2,0,42898
Madagascar,01-10-2021,728,5,0,43626
Madagascar,01-11-2021,704,4,0,44330
Madagascar,01-12-2021,5949,60,0,50279
Madagascar,01-01-2022,9040,247,0,59319
Madagascar,01-02-2022,4340,92,0,63659
Madagascar,01-03-2022,350,18,0,64009
Madagascar,01-04-2022,80,6,0,64089
Malawi,01-01-2020,0,0,0,0
Malawi,01-02-2020,0,0,0,0
Malawi,01-03-2020,0,0,0,0
Malawi,01-04-2020,37,3,7,37
Malawi,01-05-2020,247,1,35,284
Malawi,01-06-2020,940,10,218,1224
Malawi,01-07-2020,2854,100,1615,4078
Malawi,01-08-2020,1488,61,1285,5566
Malawi,01-09-2020,207,4,1103,5773
Malawi,01-10-2020,157,5,1060,5930
Malawi,01-11-2020,98,1,132,6028
Malawi,01-12-2020,555,4,250,6583
Malawi,01-01-2021,17380,513,2910,23963
Malawi,01-02-2021,7982,342,10259,31945
Malawi,01-03-2021,1606,73,11398,33551
Malawi,01-04-2021,527,31,1779,34078
Malawi,01-05-2021,260,7,565,34338
Malawi,01-06-2021,1788,41,553,36126
Malawi,01-07-2021,16221,439,4836,52347
Malawi,01-08-2021,8147,542,1836,60494
Malawi,01-09-2021,1086,105,0,61580
Malawi,01-10-2021,216,19,0,61796
Malawi,01-11-2021,120,5,0,61916
Malawi,01-12-2021,13159,58,0,75075
Malawi,01-01-2022,9400,197,0,84475
Malawi,01-02-2022,864,54,0,85339
Malawi,01-03-2022,301,11,0,85640
Malawi,01-04-2022,87,5,0,85727
Malaysia,01-01-2020,8,0,0,8
Malaysia,01-02-2020,21,0,22,29
Malaysia,01-03-2020,2737,48,514,2766
Malaysia,01-04-2020,3236,55,3634,6002
Malaysia,01-05-2020,1817,12,2182,7819
Malaysia,01-06-2020,820,6,2001,8639
Malaysia,01-07-2020,337,4,290,8976
Malaysia,01-08-2020,364,2,410,9340
Malaysia,01-09-2020,1884,9,913,11224
Malaysia,01-10-2020,20324,127,11281,31548
Malaysia,01-11-2020,34149,97,33511,65697
Malaysia,01-12-2020,47313,111,34182,113010
Malaysia,01-01-2021,101949,289,77108,214959
Malaysia,01-02-2021,85793,375,107368,300752
Malaysia,01-03-2021,44748,137,56207,345500
Malaysia,01-04-2021,63213,234,48356,408713
Malaysia,01-05-2021,163644,1290,112058,572357
Malaysia,01-06-2021,179622,2374,192642,751979
Malaysia,01-07-2021,361293,3854,231958,1113272
Malaysia,01-08-2021,632982,7640,48094,1746254
Malaysia,01-09-2021,499441,9671,0,2245695
Malaysia,01-10-2021,225947,2577,0,2471642
Malaysia,01-11-2021,161140,1513,0,2632782
Malaysia,01-12-2021,125304,1062,0,2758086
Malaysia,01-01-2022,112672,491,0,2870758
Malaysia,01-02-2022,571978,771,0,3442736
Malaysia,01-03-2022,759183,2234,0,4201919
Malaysia,01-04-2022,180483,426,0,4382402
Maldives,01-01-2020,0,0,0,0
Maldives,01-02-2020,0,0,0,0
Maldives,01-03-2020,18,0,13,18
Maldives,01-04-2020,450,1,4,468
Maldives,01-05-2020,1305,4,436,1773
Maldives,01-06-2020,588,4,1491,2361
Maldives,01-07-2020,1432,7,663,3793
Maldives,01-08-2020,4011,12,2548,7804
Maldives,01-09-2020,2487,6,3953,10291
Maldives,01-10-2020,1368,4,1706,11659
Maldives,01-11-2020,1352,8,1125,13011
Maldives,01-12-2020,746,2,1202,13757
Maldives,01-01-2021,2084,4,998,15841
Maldives,01-02-2021,3952,10,3110,19793
Maldives,01-03-2021,4286,5,3906,24079
Maldives,01-04-2021,5756,6,3620,29835
Maldives,01-05-2021,34561,87,15342,64396
Maldives,01-06-2021,9402,50,29857,73798
Maldives,01-07-2021,3634,11,4624,77432
Maldives,01-08-2021,3680,5,497,81112
Maldives,01-09-2021,3697,5,0,84809
Maldives,01-10-2021,2829,12,0,87638
Maldives,01-11-2021,4012,7,0,91650
Maldives,01-12-2021,4050,12,0,95700
Maldives,01-01-2022,43180,14,0,138880
Maldives,01-02-2022,31312,21,0,170192
Maldives,01-03-2022,6808,1,0,177000
Maldives,01-04-2022,1320,0,0,178320
Mali,01-01-2020,0,0,0,0
Mali,01-02-2020,0,0,0,0
Mali,01-03-2020,28,2,0,28
Mali,01-04-2020,462,24,135,490
Mali,01-05-2020,775,51,581,1265
Mali,01-06-2020,916,39,758,2181
Mali,01-07-2020,354,8,463,2535
Mali,01-08-2020,241,2,232,2776
Mali,01-09-2020,342,5,284,3118
Mali,01-10-2020,436,5,300,3554
Mali,01-11-2020,1156,20,453,4710
Mali,01-12-2020,2380,113,1444,7090
Mali,01-01-2021,1001,61,1295,8091
Mali,01-02-2021,285,23,457,8376
Mali,01-03-2021,1666,32,428,10042
Mali,01-04-2021,3816,99,1730,13858
Mali,01-05-2021,409,33,1173,14267
Mali,01-06-2021,159,8,326,14426
Mali,01-07-2021,158,7,3886,14584
Mali,01-08-2021,305,7,17,14889
Mali,01-09-2021,330,9,0,15219
Mali,01-10-2021,854,15,0,16073
Mali,01-11-2021,1361,43,0,17434
Mali,01-12-2021,3574,54,0,21008
Mali,01-01-2022,9044,54,0,30052
Mali,01-02-2022,329,8,0,30381
Mali,01-03-2022,103,5,0,30484
Mali,01-04-2022,167,2,0,30651
Malta,01-01-2020,0,0,0,0
Malta,01-02-2020,0,0,0,0
Malta,01-03-2020,169,0,2,169
Malta,01-04-2020,296,4,349,465
Malta,01-05-2020,153,5,195,618
Malta,01-06-2020,52,0,106,670
Malta,01-07-2020,154,0,25,824
Malta,01-08-2020,1101,3,768,1883
Malta,01-09-2020,1175,23,1162,3058
Malta,01-10-2020,2984,27,1593,6042
Malta,01-11-2020,3831,77,3510,9873
Malta,01-12-2020,2901,82,3456,12774
Malta,01-01-2021,5129,48,3839,17903
Malta,01-02-2021,4579,48,4487,22482
Malta,01-03-2021,6551,77,8365,29033
Malta,01-04-2021,1259,21,1736,30292
Malta,01-05-2021,243,6,502,30535
Malta,01-06-2021,88,1,108,30623
Malta,01-07-2021,3672,3,1471,34295
Malta,01-08-2021,1876,18,809,36171
Malta,01-09-2021,978,16,0,37149
Malta,01-10-2021,504,4,0,37653
Malta,01-11-2021,1782,7,0,39435
Malta,01-12-2021,13038,8,0,52473
Malta,01-01-2022,15244,74,0,67717
Malta,01-02-2022,3558,55,0,71275
Malta,01-03-2022,8264,33,0,79539
Malta,01-04-2022,9019,35,0,88558
Marshall Islands,01-01-2020,0,0,0,0
Marshall Islands,01-02-2020,0,0,0,0
Marshall Islands,01-03-2020,0,0,0,0
Marshall Islands,01-04-2020,0,0,0,0
Marshall Islands,01-05-2020,0,0,0,0
Marshall Islands,01-06-2020,0,0,0,0
Marshall Islands,01-07-2020,0,0,0,0
Marshall Islands,01-08-2020,0,0,0,0
Marshall Islands,01-09-2020,0,0,0,0
Marshall Islands,01-10-2020,2,0,0,2
Marshall Islands,01-11-2020,3,0,1,4
Marshall Islands,01-12-2020,0,0,3,4
Marshall Islands,01-01-2021,0,0,0,4
Marshall Islands,01-02-2021,0,0,0,4
Marshall Islands,01-03-2021,0,0,0,4
Marshall Islands,01-04-2021,0,0,0,4
Marshall Islands,01-05-2021,0,0,0,4
Marshall Islands,01-06-2021,0,0,0,4
Marshall Islands,01-07-2021,0,0,0,4
Marshall Islands,01-08-2021,0,0,0,4
Marshall Islands,01-09-2021,0,0,0,4
Marshall Islands,01-10-2021,0,0,0,4
Marshall Islands,01-11-2021,0,0,0,4
Marshall Islands,01-12-2021,0,0,0,4
Marshall Islands,01-01-2022,3,0,0,7
Marshall Islands,01-02-2022,0,0,0,7
Marshall Islands,01-03-2022,0,0,0,7
Marshall Islands,01-04-2022,0,0,0,7
Mauritania,01-01-2020,0,0,0,0
Mauritania,01-02-2020,0,0,0,0
Mauritania,01-03-2020,6,1,2,6
Mauritania,01-04-2020,2,0,4,8
Mauritania,01-05-2020,522,22,21,530
Mauritania,01-06-2020,3833,106,1595,4363
Mauritania,01-07-2020,1947,28,3340,6310
Mauritania,01-08-2020,738,2,1502,7048
Mauritania,01-09-2020,454,2,656,7502
Mauritania,01-10-2020,201,2,313,7703
Mauritania,01-11-2020,898,14,299,8601
Mauritania,01-12-2020,5763,170,3648,14364
Mauritania,01-01-2021,2271,75,4296,16635
Mauritania,01-02-2021,572,19,887,17207
Mauritania,01-03-2021,640,8,530,17847
Mauritania,01-04-2021,555,6,594,18402
Mauritania,01-05-2021,1145,8,826,19547
Mauritania,01-06-2021,1261,26,1277,20808
Mauritania,01-07-2021,4883,73,2438,25691
Mauritania,01-08-2021,7889,153,631,33580
Mauritania,01-09-2021,2450,60,0,36030
Mauritania,01-10-2021,1290,22,0,37320
Mauritania,01-11-2021,1946,35,0,39266
Mauritania,01-12-2021,2207,34,0,41473
Mauritania,01-01-2022,16770,87,0,58243
Mauritania,01-02-2022,390,26,0,58633
Mauritania,01-03-2022,36,3,0,58669
Mauritania,01-04-2022,43,0,0,58681
Mauritius,01-01-2020,0,0,0,0
Mauritius,01-02-2020,0,0,0,0
Mauritius,01-03-2020,125,3,0,125
Mauritius,01-04-2020,207,7,310,332
Mauritius,01-05-2020,3,0,12,335
Mauritius,01-06-2020,6,0,4,341
Mauritius,01-07-2020,3,0,6,344
Mauritius,01-08-2020,11,0,3,355
Mauritius,01-09-2020,26,0,9,381
Mauritius,01-10-2020,60,0,54,441
Mauritius,01-11-2020,63,0,58,504
Mauritius,01-12-2020,23,0,40,527
Mauritius,01-01-2021,41,0,32,568
Mauritius,01-02-2021,42,0,43,610
Mauritius,01-03-2021,353,0,72,963
Mauritius,01-04-2021,243,6,441,1206
Mauritius,01-05-2021,205,2,109,1411
Mauritius,01-06-2021,487,0,218,1898
Mauritius,01-07-2021,2316,2,443,4214
Mauritius,01-08-2021,6462,11,0,10676
Mauritius,01-09-2021,5019,53,0,15695
Mauritius,01-10-2021,7157,92,0,22852
Mauritius,01-11-2021,32782,351,0,55634
Mauritius,01-12-2021,12988,259,0,68480
Mauritius,01-01-2022,37455,36,0,105935
Mauritius,01-02-2022,61709,82,0,167644
Mauritius,01-03-2022,42699,64,0,210343
Mauritius,01-04-2022,7886,22,0,218229
Mexico,01-01-2020,0,0,0,0
Mexico,01-02-2020,4,0,0,4
Mexico,01-03-2020,1211,29,35,1215
Mexico,01-04-2020,18009,1830,11388,19224
Mexico,01-05-2020,71440,8071,52349,90664
Mexico,01-06-2020,135425,17839,110766,226089
Mexico,01-07-2020,198548,18919,168875,424637
Mexico,01-08-2020,174923,17726,169107,599560
Mexico,01-09-2020,143656,13232,131785,743216
Mexico,01-10-2020,181746,14107,151364,924962
Mexico,01-11-2020,188581,14187,132373,1113543
Mexico,01-12-2020,312551,19867,251209,1426094
Mexico,01-01-2021,438166,32729,337598,1864260
Mexico,01-02-2021,222678,27179,221507,2086938
Mexico,01-03-2021,151949,17495,139336,2238887
Mexico,01-04-2021,105868,13697,91678,2344755
Mexico,01-05-2021,68987,6661,63553,2413742
Mexico,01-06-2021,105527,9479,72063,2519269
Mexico,01-07-2021,328983,7859,215354,2848252
Mexico,01-08-2021,504158,18420,54543,3352410
Mexico,01-09-2021,311813,18181,0,3664223
Mexico,01-10-2021,142988,10858,0,3807211
Mexico,01-11-2021,77355,5585,0,3884566
Mexico,01-12-2021,95157,5478,0,3979723
Mexico,01-01-2022,962867,6663,0,4942590
Mexico,01-02-2022,566039,12058,0,5508629
Mexico,01-03-2022,150906,4867,0,5659535
Mexico,01-04-2022,67133,922,0,5726668
Micronesia,01-01-2020,0,0,0,0
Micronesia,01-02-2020,0,0,0,0
Micronesia,01-03-2020,0,0,0,0
Micronesia,01-04-2020,0,0,0,0
Micronesia,01-05-2020,0,0,0,0
Micronesia,01-06-2020,0,0,0,0
Micronesia,01-07-2020,0,0,0,0
Micronesia,01-08-2020,0,0,0,0
Micronesia,01-09-2020,0,0,0,0
Micronesia,01-10-2020,0,0,0,0
Micronesia,01-11-2020,0,0,0,0
Micronesia,01-12-2020,0,0,0,0
Micronesia,01-01-2021,1,0,1,1
Micronesia,01-02-2021,0,0,0,1
Micronesia,01-03-2021,0,0,0,1
Micronesia,01-04-2021,0,0,0,1
Micronesia,01-05-2021,0,0,0,1
Micronesia,01-06-2021,0,0,0,1
Micronesia,01-07-2021,0,0,0,1
Micronesia,01-08-2021,0,0,0,1
Micronesia,01-09-2021,0,0,0,1
Micronesia,01-10-2021,0,0,0,1
Micronesia,01-11-2021,0,0,0,1
Micronesia,01-12-2021,0,0,0,1
Micronesia,01-01-2022,0,0,0,1
Micronesia,01-02-2022,0,0,0,1
Micronesia,01-03-2022,0,0,0,1
Micronesia,01-04-2022,0,0,0,1
Moldova,01-01-2020,0,0,0,0
Moldova,01-02-2020,0,0,0,0
Moldova,01-03-2020,353,4,18,353
Moldova,01-04-2020,3544,112,1164,3897
Moldova,01-05-2020,4354,179,3399,8251
Moldova,01-06-2020,8362,250,4801,16613
Moldova,01-07-2020,8120,233,7887,24733
Moldova,01-08-2020,12187,217,8603,36920
Moldova,01-09-2020,16122,325,13125,53042
Moldova,01-10-2020,22998,465,16785,76040
Moldova,01-11-2020,31324,519,39572,107364
Moldova,01-12-2020,37454,681,35289,144818
Moldova,01-01-2021,14986,453,19447,159804
Moldova,01-02-2021,25649,511,16088,185453
Moldova,01-03-2021,44788,1011,41674,230241
Moldova,01-04-2021,20596,852,32062,250837
Moldova,01-05-2021,4349,295,7593,255186
Moldova,01-06-2021,1548,87,2199,256734
Moldova,01-07-2021,2744,61,2345,259478
Moldova,01-08-2021,8048,146,370,267526
Moldova,01-09-2021,26866,376,0,294392
Moldova,01-10-2021,43376,1013,0,337768
Moldova,01-11-2021,26006,1329,0,363774
Moldova,01-12-2021,12381,1156,0,376155
Moldova,01-01-2022,64543,367,0,440698
Moldova,01-02-2022,61102,574,0,501800
Moldova,01-03-2022,11642,215,0,513442
Moldova,01-04-2022,2874,50,0,516316
Monaco,01-01-2020,0,0,0,0
Monaco,01-02-2020,1,0,0,1
Monaco,01-03-2020,51,1,2,52
Monaco,01-04-2020,43,3,62,95
Monaco,01-05-2020,4,0,26,99
Monaco,01-06-2020,4,0,5,103
Monaco,01-07-2020,17,0,10,120
Monaco,01-08-2020,34,0,11,154
Monaco,01-09-2020,76,1,90,218
Monaco,01-10-2020,141,0,92,359
Monaco,01-11-2020,250,1,283,609
Monaco,01-12-2020,266,0,152,875
Monaco,01-01-2021,614,10,549,1489
Monaco,01-02-2021,467,11,453,1956
Monaco,01-03-2021,332,4,405,2288
Monaco,01-04-2021,166,4,253,2454
Monaco,01-05-2021,50,0,99,2504
Monaco,01-06-2021,73,1,53,2577
Monaco,01-07-2021,312,0,187,2889
Monaco,01-08-2021,312,0,52,3201
Monaco,01-09-2021,113,0,0,3314
Monaco,01-10-2021,100,3,0,3414
Monaco,01-11-2021,324,0,0,3738
Monaco,01-12-2021,1247,2,0,4985
Monaco,01-01-2022,3198,9,0,8183
Monaco,01-02-2022,1176,4,0,9359
Monaco,01-03-2022,1399,3,0,10758
Monaco,01-04-2022,583,2,0,11341
Mongolia,01-01-2020,0,0,0,0
Mongolia,01-02-2020,0,0,0,0
Mongolia,01-03-2020,12,0,2,12
Mongolia,01-04-2020,26,0,8,38
Mongolia,01-05-2020,141,0,34,179
Mongolia,01-06-2020,41,0,132,220
Mongolia,01-07-2020,71,0,54,291
Mongolia,01-08-2020,10,0,65,301
Mongolia,01-09-2020,12,0,12,313
Mongolia,01-10-2020,27,0,6,340
Mongolia,01-11-2020,444,0,45,784
Mongolia,01-12-2020,411,1,479,1195
Mongolia,01-01-2021,584,1,521,1779
Mongolia,01-02-2021,1128,0,941,2907
Mongolia,01-03-2021,5540,6,2771,8447
Mongolia,01-04-2021,27532,107,15611,35979
Mongolia,01-05-2021,22460,161,29755,58439
Mongolia,01-06-2021,57039,287,26218,115478
Mongolia,01-07-2021,49669,252,88175,165147
Mongolia,01-08-2021,48868,122,0,214015
Mongolia,01-09-2021,168482,340,0,382497
Mongolia,01-10-2021,208303,468,0,590800
Mongolia,01-11-2021,77602,260,0,668402
Mongolia,01-12-2021,24219,54,0,692621
Mongolia,01-01-2022,149227,54,0,841848
Mongolia,01-02-2022,66309,57,0,908157
Mongolia,01-03-2022,10710,7,0,918867
Mongolia,01-04-2022,1252,0,0,920119
Montenegro,01-01-2020,0,0,0,0
Montenegro,01-02-2020,0,0,0,0
Montenegro,01-03-2020,109,2,0,109
Montenegro,01-04-2020,213,5,214,322
Montenegro,01-05-2020,2,2,101,324
Montenegro,01-06-2020,224,3,0,548
Montenegro,01-07-2020,2525,36,690,3073
Montenegro,01-08-2020,1762,52,3016,4835
Montenegro,01-09-2020,5937,69,3171,10772
Montenegro,01-10-2020,7569,132,6892,18341
Montenegro,01-11-2020,16924,198,10047,35265
Montenegro,01-12-2020,12982,183,14449,48247
Montenegro,01-01-2021,13412,123,14947,61659
Montenegro,01-02-2021,14175,198,12699,75834
Montenegro,01-03-2021,15384,271,17272,91218
Montenegro,01-04-2021,6171,221,10033,97389
Montenegro,01-05-2021,2234,89,3676,99623
Montenegro,01-06-2021,629,29,1145,100252
Montenegro,01-07-2021,1675,17,619,101927
Montenegro,01-08-2021,13458,94,181,115385
Montenegro,01-09-2021,16114,199,0,131499
Montenegro,01-10-2021,12815,180,0,144314
Montenegro,01-11-2021,13062,204,0,157376
Montenegro,01-12-2021,12658,105,0,170034
Montenegro,01-01-2022,49741,153,0,219775
Montenegro,01-02-2022,10432,116,0,230207
Montenegro,01-03-2022,2895,22,0,233102
Montenegro,01-04-2022,1035,7,0,234137
Morocco,01-01-2020,0,0,0,0
Morocco,01-02-2020,0,0,0,0
Morocco,01-03-2020,617,36,24,617
Morocco,01-04-2020,3806,134,960,4423
Morocco,01-05-2020,3384,35,4475,7807
Morocco,01-06-2020,4726,23,3461,12533
Morocco,01-07-2020,11789,125,8738,24322
Morocco,01-08-2020,38268,788,29937,62590
Morocco,01-09-2020,61063,1053,55120,123653
Morocco,01-10-2020,95431,1501,78560,219084
Morocco,01-11-2020,137252,2151,124016,356336
Morocco,01-12-2020,82857,1542,102213,439193
Morocco,01-01-2021,31964,887,41656,471157
Morocco,01-02-2021,12497,348,19886,483654
Morocco,01-03-2021,12443,195,14317,496097
Morocco,01-04-2021,15152,205,14258,511249
Morocco,01-05-2021,7967,124,9504,519216
Morocco,01-06-2021,12145,149,10451,531361
Morocco,01-07-2021,92167,489,44354,623528
Morocco,01-08-2021,237420,2864,20762,860948
Morocco,01-09-2021,72123,1618,0,933071
Morocco,01-10-2021,13074,401,0,946145
Morocco,01-11-2021,3772,108,0,949917
Morocco,01-12-2021,13175,73,0,963092
Morocco,01-01-2022,169624,551,0,1132716
Morocco,01-02-2022,28259,588,0,1160975
Morocco,01-03-2022,2299,72,0,1163274
Morocco,01-04-2022,1071,2,0,1164345
Mozambique,01-01-2020,0,0,0,0
Mozambique,01-02-2020,0,0,0,0
Mozambique,01-03-2020,8,0,0,8
Mozambique,01-04-2020,68,0,12,76
Mozambique,01-05-2020,178,2,79,254
Mozambique,01-06-2020,635,4,141,889
Mozambique,01-07-2020,975,5,409,1864
Mozambique,01-08-2020,2052,12,1529,3916
Mozambique,01-09-2020,4812,38,3062,8728
Mozambique,01-10-2020,4141,31,5205,12869
Mozambique,01-11-2020,2832,39,3292,15701
Mozambique,01-12-2020,2941,35,2934,18642
Mozambique,01-01-2021,20012,235,7292,38654
Mozambique,01-02-2021,20696,274,17141,59350
Mozambique,01-03-2021,8229,134,15313,67579
Mozambique,01-04-2021,2338,39,9504,69917
Mozambique,01-05-2021,894,22,3612,70795
Mozambique,01-06-2021,5609,42,1680,76404
Mozambique,01-07-2021,45624,556,17175,122028
Mozambique,01-08-2021,24288,430,12532,146316
Mozambique,01-09-2021,4407,53,0,150723
Mozambique,01-10-2021,569,13,0,151292
Mozambique,01-11-2021,256,11,0,151548
Mozambique,01-12-2021,37532,65,0,189080
Mozambique,01-01-2022,34747,167,0,223827
Mozambique,01-02-2022,1220,19,0,225047
Mozambique,01-03-2022,209,8,0,225256
Mozambique,01-04-2022,67,0,0,225323
Myanmar,01-01-2020,0,0,0,0
Myanmar,01-02-2020,0,0,0,0
Myanmar,01-03-2020,15,1,0,15
Myanmar,01-04-2020,136,5,27,151
Myanmar,01-05-2020,73,0,111,224
Myanmar,01-06-2020,75,0,84,299
Myanmar,01-07-2020,54,0,74,353
Myanmar,01-08-2020,529,0,58,882
Myanmar,01-09-2020,12491,304,3401,13373
Myanmar,01-10-2020,39333,927,29028,52706
Myanmar,01-11-2020,38007,704,37382,90713
Myanmar,01-12-2020,33917,741,36913,124630
Myanmar,01-01-2021,15515,449,18003,140145
Myanmar,01-02-2021,1751,69,6408,141896
Myanmar,01-03-2021,538,7,320,142434
Myanmar,01-04-2021,383,3,166,142817
Myanmar,01-05-2021,812,8,353,143629
Myanmar,01-06-2021,13648,117,4124,157277
Myanmar,01-07-2021,141908,6000,73069,299185
Myanmar,01-08-2021,100097,6055,16337,399282
Myanmar,01-09-2021,64794,2346,0,464076
Myanmar,01-10-2021,35997,962,0,500073
Myanmar,01-11-2021,22329,407,0,522402
Myanmar,01-12-2021,8432,164,0,530834
Myanmar,01-01-2022,4698,42,0,535532
Myanmar,01-02-2022,52359,58,0,587891
Myanmar,01-03-2022,23696,62,0,611587
Myanmar,01-04-2022,958,4,0,612545
Namibia,01-01-2020,0,0,0,0
Namibia,01-02-2020,0,0,0,0
Namibia,01-03-2020,11,0,2,11
Namibia,01-04-2020,5,0,6,16
Namibia,01-05-2020,8,0,6,24
Namibia,01-06-2020,181,0,10,205
Namibia,01-07-2020,1924,10,142,2129
Namibia,01-08-2020,5421,65,3161,7550
Namibia,01-09-2020,3715,46,5687,11265
Namibia,01-10-2020,1670,12,2022,12935
Namibia,01-11-2020,1445,18,2499,14380
Namibia,01-12-2020,9561,54,6541,23941
